ISO3,SUBMISSION_DATE,NDC_INDC,TYPE_RECLASS,TYPE_MAIN,COVERAGE_SECTORS_NDCS,COVERAGE_SECTORS_CALC,ECONOMY_WIDE,COVERAGE_GASES_NDCS,COVERAGE_GASES_CALC,EMI_POP_GDP,BASEYEAR,INTENSITY_PERCAP_GDP,TARGETS,DECLINE_AFTER_YEAR,ENERGY_NDCS,IPPU_NDCS,AGRICULTURE_NDCS,LULUCF_NDCS,WASTE_NDCS,OTHER_NDCS,ENERGY_CALC,IPPU_CALC,AGRICULTURE_CALC,LULUCF_CALC,WASTE_CALC,OTHER_CALC,CO2_NDCS,CH4_NDCS,N2O_NDCS,HFCS_NDCS,PFCS_NDCS,SF6_NDCS,NF3_NDCS,CO2_CALC,CH4_CALC,N2O_CALC,HFCS_CALC,PFCS_CALC,SF6_CALC,NF3_CALC,ABS,RBY,RBU,ABU,REI,AEI
SUR,20190213,NDC,NGT,NGT,"{""YES"": [""Energy"", ""LULUCF""], ""NAN"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF""], ""NO"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,NAN,NAN,YES,NO,NO,YES,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
SVK,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
SVN,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
SWE,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
SWZ,20160921,NDC,ABU,NGT,"{""YES"": [""Energy"", ""IPPU""], ""NAN"": [""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""IPPU""], ""NO"": [""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NAN"": [""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NO"": [""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""0.8 MtCO2eq_AR4""}}}",2010,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-0.97 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,NAN,NAN,NAN,NAN,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NO,,,,"{""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-0.97 MtCO2eq_AR4""}}}}}",,
SXM,,,,,,,,,,,,,,,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,,,,
SYC,20160429,NDC,ABS,ABU,"{""YES"": [""Energy"", ""Waste""], ""NO"": [""IPPU"", ""Agriculture"", ""LULUCF""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4""], ""NO"": [""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4""], ""NO"": [""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2000"": ""-0.56423 MtCO2eq"", ""2005"": ""-0.502964 MtCO2eq"", ""2030"": ""0.138089 MtCO2eq""}, ""exclLU"": {""2000"": ""0.260608 MtCO2eq"", ""2005"": ""0.310816 MtCO2eq""}, ""onlyLU"": {""2000"": ""-0.824840 MtCO2eq"", ""2005"": ""-0.534046 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-0.049911 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-21.4%"", ""2030"": ""-29%""}}}}, ""ABU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-0.1225 MtCO2eq"", ""2030"": ""-0.188 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NO,NO,NO,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-0.049911 MtCO2eq""}}}}}",,"{""RBU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-21.4%"", ""2030"": ""-29%""}}}}}","{""ABU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-0.1225 MtCO2eq"", ""2030"": ""-0.188 MtCO2eq""}}}}}",,
SYR,20181130,NDC,NGT,NGT,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2005"": ""79.07 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
TCA,,,,,,,,,,,,,,,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,,,,
TCD,20170112,NDC,ABS,RBU,"{""YES"": [""Energy"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""IPPU"", ""Other""]}","{""YES"": [""Energy"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NO"": [""IPPU"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2010"": ""19.28839 MtCO2eq_AR4"", ""2030"": ""46.04685 MtCO2eq""}, ""inclLU"": {""2010"": ""8.37962 MtCO2eq_AR4"", ""2030"": ""28.65937 MtCO2eq_AR4""}, ""onlyLU"": {""2010"": ""-10.90877 MtCO2eq"", ""2030"": ""-17.38748 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""23.44907 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""8.22945 MtCO2eq_AR4""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""40.83655 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""32.64193 MtCO2eq_AR4""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-18.2%""}}, ""conditional"": {""best"": {""2030"": ""-71%""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""-11.3%""}}, ""conditional"": {""best"": {""2030"": ""-29.1%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-5.2103 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-20.42992 MtCO2eq_AR4""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""-5.2103 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-13.4049 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,YES,YES,YES,NAN,YES,NO,YES,YES,YES,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""23.44907 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""8.22945 MtCO2eq_AR4""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""40.83655 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""32.64193 MtCO2eq_AR4""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-18.2%""}}, ""conditional"": {""best"": {""2030"": ""-71%""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""-11.3%""}}, ""conditional"": {""best"": {""2030"": ""-29.1%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-5.2103 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-20.42992 MtCO2eq_AR4""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""-5.2103 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-13.4049 MtCO2eq_AR4""}}}}}",,
TGO,20170628,NDC,ABS,RBU,"{""YES"": [""Energy"", ""Agriculture"", ""LULUCF""], ""NAN"": [""IPPU"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""Agriculture"", ""LULUCF""], ""NO"": [""IPPU"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""20.44524 MtCO2eq_SAR"", ""2030"": ""38.86136 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""34.53328 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""27.62662 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-11.14%""}}, ""conditional"": {""best"": {""2030"": ""-31.14%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-4.32808 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-11.23474 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,YES,YES,NAN,NAN,YES,NO,YES,YES,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""34.53328 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""27.62662 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-11.14%""}}, ""conditional"": {""best"": {""2030"": ""-31.14%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-4.32808 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-11.23474 MtCO2eq_SAR""}}}}}",,
THA,20160921,NDC,ABS,RBU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NO"": [""LULUCF""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NAN"": [""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NO"": [""NF3""]}","{""EMI"": {""exclLU"": {""2030"": ""555 MtCO2eq_AR4""}}}",,nan,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""444 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""416 MtCO2eq_AR4""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-20%""}}, ""conditional"": {""best"": {""2030"": ""-25%""}}}}, ""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-111 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-139 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,NO,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NO,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""444 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""416 MtCO2eq_AR4""}}}}}",,"{""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-20%""}}, ""conditional"": {""best"": {""2030"": ""-25%""}}}}}","{""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-111 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-139 MtCO2eq_AR4""}}}}}",,
TJK,20170322,NDC,ABS,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF""], ""NAN"": [""Waste"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF""], ""NO"": [""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""1990"": ""25.5 MtCO2eq_AR4""}}}",1990,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""worst"": {""2030"": ""22.950 MtCO2eq_AR4""}, ""best"": {""2030"": ""20.400 MtCO2eq_AR4""}}, ""conditional"": {""worst"": {""2030"": ""19.125 MtCO2eq_AR4""}, ""best"": {""2030"": ""16.575 MtCO2eq_AR4""}}}}, ""RBY"": {""inclLU"": {""unconditional"": {""worst"": {""2030"": ""-10%""}, ""best"": {""2030"": ""-20%""}}, ""conditional"": {""worst"": {""2030"": ""-25%""}, ""best"": {""2030"": ""-35%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": {""inclLU"": {""unconditional"": {""worst"": {""2030"": ""2.2 tCO2eq/cap""}, ""best"": {""2030"": ""1.7 tCO2eq/cap""}}, ""conditional"": {""worst"": {""2030"": ""1.7 tCO2eq/cap""}, ""best"": {""2030"": ""1.2 tCO2eq/cap""}}}}}",nan,YES,YES,YES,YES,NAN,NAN,YES,YES,YES,YES,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""worst"": {""2030"": ""22.950 MtCO2eq_AR4""}, ""best"": {""2030"": ""20.400 MtCO2eq_AR4""}}, ""conditional"": {""worst"": {""2030"": ""19.125 MtCO2eq_AR4""}, ""best"": {""2030"": ""16.575 MtCO2eq_AR4""}}}}}","{""RBY"": {""inclLU"": {""unconditional"": {""worst"": {""2030"": ""-10%""}, ""best"": {""2030"": ""-20%""}}, ""conditional"": {""worst"": {""2030"": ""-25%""}, ""best"": {""2030"": ""-35%""}}}}}",,,,"{""AEI"": {""inclLU"": {""unconditional"": {""worst"": {""2030"": ""2.2 tCO2eq/cap""}, ""best"": {""2030"": ""1.7 tCO2eq/cap""}}, ""conditional"": {""worst"": {""2030"": ""1.7 tCO2eq/cap""}, ""best"": {""2030"": ""1.2 tCO2eq/cap""}}}}}"
TKL,,,,,,,,,,,,,,,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,,,,
TKM,20161021,NDC,NGT,NGT,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NAN"": [""LULUCF"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2030"": ""135.833 MtCO2eq""}}}",2000,GDP,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,NAN,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
TLS,20170816,NDC,NGT,NGT,"{""YES"": [""Energy"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""IPPU"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""1.483 MtCO2eq"", ""2015"": ""1.48261 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
TON,20160921,NDC,ABU,NGT,"{""YES"": [""Energy"", ""Agriculture"", ""Waste""], ""NAN"": [""IPPU"", ""LULUCF"", ""Other""]}","{""YES"": [""Energy"", ""Agriculture"", ""Waste""], ""NO"": [""IPPU"", ""LULUCF"", ""Other""]}",No,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2006"": ""0.30054 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-0.27 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,YES,NAN,YES,NAN,YES,NO,YES,NO,YES,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,"{""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-0.27 MtCO2eq""}}}}}",,
TTO,20180222,NDC,RBU,RBU,"{""YES"": [""Energy"", ""IPPU""], ""NO"": [""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU""], ""NO"": [""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-15%""}}}}, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,NO,NO,NO,NAN,YES,YES,NO,NO,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,"{""RBU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-15%""}}}}}",,,
TUN,20170210,NDC,ABS,REI,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""28.3 MtCO2eq"", ""2020"": ""39.8 MtCO2eq"", ""2025"": ""51.6 MtCO2eq"", ""2030"": ""68.2 MtCO2eq""}}}",2010,GDP,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""47.4 MtCO2eq_AR4"", ""2030"": ""62.2 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2025"": ""35.0 MtCO2eq_AR4"", ""2030"": ""42.4 MtCO2eq_AR4""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-8.1%"", ""2030"": ""-8.8%""}}, ""conditional"": {""best"": {""2025"": ""-32.2%"", ""2030"": ""-37.8%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-4.2 MtCO2eq_AR4"", ""2030"": ""-6.0 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2025"": ""-16.6 MtCO2eq_AR4"", ""2030"": ""-25.8 MtCO2eq_AR4""}}}}, ""REI"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-13%""}}, ""conditional"": {""best"": {""2030"": ""-41%""}}}}, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""47.4 MtCO2eq_AR4"", ""2030"": ""62.2 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2025"": ""35.0 MtCO2eq_AR4"", ""2030"": ""42.4 MtCO2eq_AR4""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-8.1%"", ""2030"": ""-8.8%""}}, ""conditional"": {""best"": {""2025"": ""-32.2%"", ""2030"": ""-37.8%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-4.2 MtCO2eq_AR4"", ""2030"": ""-6.0 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2025"": ""-16.6 MtCO2eq_AR4"", ""2030"": ""-25.8 MtCO2eq_AR4""}}}}}","{""REI"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-13%""}}, ""conditional"": {""best"": {""2030"": ""-41%""}}}}}",
